2423,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2424,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2425,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2426,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2427,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2428,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2429,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2430,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2431,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2432,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2433,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2434,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2435,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2436,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2437,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2438,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2439,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2440,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2441,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2442,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2443,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2444,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2445,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2446,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2447,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2448,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2449,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2450,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2451,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2452,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2453,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2454,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2455,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2456,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2457,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2458,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2459,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2460,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2461,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
