2125,4.2110329,0,0.086078125,4.1249548,4.5104477,4.4536208,4.3361624,3.6051476,0.39978256,0.33123226,0.11745836,0.056826974,0.011788259,0.003355435,0.0001512772,0.0037180608,0.0046845368,0.0014732574,0.0073266932,0.048520127,0.015019396,3.2347659E-05,0.007322802,0.014066167,0.0041336554,0.042723685,0.0042508933,0.0032093462,0.0015143088,5.1651258E-05,3.8962717E-14,8.120408E-05,0.000067128,3.3979167E-05,2.7557087E-06,0,0.0001762793,2.3313604E-07,1.5651621E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23879637,0.06832259,-0.23269732,0.045487324
2126,4.1842147,0,0.059268125,4.1249466,4.5104837,4.454421,4.3367398,3.6054302,0.39968311,0.33162653,0.11768121,0.056062604,0.011826584,0.003366807,0.0001516331,0.0037033603,0.0046840906,0.0014724478,0.0073189648,0.048586663,0.015084904,3.1484856E-05,0.0073225962,0.014131676,0.0040245483,0.042167044,0.0041858083,0.003195347,0.001513141,0.00004911,3.1512564E-14,0.000074301,6.3754551E-05,3.2053601E-05,2.5836094E-06,0,0.0001728078,2.2034498E-07,1.5954246E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23876939,0.068305489,-0.23269732,0.045487324
2127,4.1681082,0,0.043176875,4.1249313,4.510503,4.4551922,4.3373012,3.6056931,0.39960482,0.33200327,0.11789098,0.055310855,0.011863405,0.0033777318,0.0001519748,0.0036887202,0.004683865,0.0014717047,0.0073115546,0.048647188,0.015147069,3.0649121E-05,0.007322557,0.014194564,0.0039183231,0.041617973,0.0041217568,0.0031814169,0.0015119748,4.6695133E-05,2.5487689E-14,6.7981283E-05,6.0550258E-05,0.00003024,2.4229319E-06,0,0.0001694075,2.08259E-07,1.6161642E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23874814,0.068292029,-0.23269732,0.045487324
2128,4.1570931,0,0.032265625,4.1248275,4.5104278,4.4558565,4.3377689,3.6058657,0.3995405,0.33236264,0.11808766,0.054571236,0.011898722,0.0033882095,0.0001523023,0.0036741389,0.00468375,0.0014710168,0.0073044319,0.048701887,0.015205936,2.9839544E-05,0.0073225925,0.014254831,0.0038148717,0.04107621,0.0040587038,0.0031675516,0.0015108099,4.4399683E-05,2.0614998E-14,6.2194595E-05,5.750626E-05,0.000028526,2.2728997E-06,0,0.0001660761,1.9683751E-07,1.6276717E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23873068,0.06828097,-0.23269732,0.045487324
2129,4.1502671,0,0.025655,4.1246121,4.5102362,4.4563928,4.3381213,3.6059297,0.39948675,0.33270482,0.11827152,0.05384343,0.011932537,0.00339824,0.0001526156,0.0036596159,0.0046836992,0.0014703781,0.0072975791,0.048751093,0.015261566,2.9055291E-05,0.0073226669,0.014312478,0.0037141115,0.040541598,0.0039966268,0.0031537493,0.0015096461,4.2217468E-05,1.6674001E-14,5.6901833E-05,5.4618383E-05,2.6905806E-05,2.1328006E-06,0,0.0001628119,0.000000186,1.6346362E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23871609,0.068271727,-0.23269732,0.045487324
2130,4.196808,0,0.07252875,4.1242792,4.5099237,4.4567966,4.3383537,3.605883,0.39944075,0.33302997,0.11844287,0.053127123,0.011964847,0.0034078234,0.0001529146,0.0036451507,0.0046836776,0.0014697829,0.0072909799,0.048795122,0.015314015,2.829556E-05,0.0073227518,0.014367507,0.0036159647,0.040013991,0.0039355047,0.0031400084,0.0015084832,4.0142693E-05,1.3486469E-14,5.2060709E-05,5.1876223E-05,2.537959E-05,0.000002002,0,0.0001596068,1.7584154E-07,1.6382428E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23870361,0.068263817,-0.23269732,0.045487324
2131,4.2699331,0,0.14625187,4.1236812,4.5093544,4.4569335,4.3383338,3.6056196,0.39937592,0.33333825,0.11859967,0.052420958,0.011995654,0.0034169598,0.0001531994,0.0036307372,0.0046833153,0.0014691906,0.0072845206,0.04883293,0.015363225,2.7559258E-05,0.0073224639,0.014419918,0.0035202081,0.039492493,0.00387523,0.0031263073,0.0015073196,3.8167117E-05,1.0907602E-14,4.7631055E-05,4.9268528E-05,2.3941384E-05,1.8797283E-06,0,0.0001564549,1.6619273E-07,1.6011155E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23868601,0.068252671,-0.23269732,0.045487324
2132,4.3040052,0,0.18119062,4.1228146,4.5085314,4.4568073,4.3380664,3.6051589,0.39927766,0.33362983,0.11874097,0.051724051,0.012024958,0.0034256492,0.00015347,0.0036163717,0.0046824401,0.001468576,0.0072781275,0.048864039,0.015409181,2.6845366E-05,0.0073216016,0.014469713,0.0034266869,0.038976516,0.0038157315,0.003112632,0.001506154,3.628418E-05,8.8207914E-15,4.357693E-05,4.6789559E-05,0.00002258,1.7654633E-06,0,0.0001533583,1.5706274E-07,1.5298966E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23865934,0.068235776,-0.23269732,0.045487324
2133,4.312492,0,0.19056187,4.1219301,4.5076963,4.4566593,4.3377903,3.6047192,0.39916621,0.33390487,0.11886904,0.051037002,0.012052758,0.0034338915,0.0001537264,0.0036020574,0.0046813836,0.0014679647,0.0072718649,0.048889843,0.015452025,2.6153338E-05,0.0073204827,0.014516892,0.003335457,0.038466522,0.0037570592,0.0030989962,0.0015049875,3.4491498E-05,7.1326887E-15,3.9867604E-05,0.000044437,2.1291456E-05,1.6587029E-06,0,0.0001503191,1.4842823E-07,1.4776154E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23862908,0.068216612,-0.23269732,0.045487324
2134,4.295326,0,0.17415125,4.1211748,4.5069896,4.4566294,4.3376437,3.6044236,0.3990566,0.33416353,0.11898569,0.050360207,0.012079054,0.0034416868,0.0001539687,0.0035877973,0.004680373,0.0014673764,0.0072657829,0.048911481,0.015491886,2.5482682E-05,0.0073193417,0.014561455,0.0032465433,0.037962861,0.0036992501,0.0030854109,0.0015038211,3.2786251E-05,5.7674529E-15,3.6474559E-05,0.000042205,2.0077525E-05,0.000001559,0,0.0001473388,1.402658E-07,1.4500586E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23859932,0.068197766,-0.23269732,0.045487324
2135,4.2507957,0,0.13018687,4.1206088,4.5064661,4.4567721,4.3376797,3.6043129,0.39896086,0.33440595,0.11909243,0.049693959,0.012103847,0.0034490351,0.0001541967,0.0035735939,0.004679573,0.0014668277,0.007259925,0.048929941,0.015528885,2.4832893E-05,0.0073183637,0.014603405,0.003159956,0.037465826,0.003642334,0.003071886,0.0015026557,3.1165393E-05,4.6635311E-15,3.3364846E-05,4.0084764E-05,1.8934129E-05,1.4658875E-06,0,0.0001444185,1.3255243E-07,1.4463232E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23857333,0.068181305,-0.23269732,0.045487324
2136,4.206334,0,0.086078125,4.1202559,4.5061438,4.4571052,4.3379143,3.6043903,0.39889174,0.3346323,0.11919085,0.049038624,0.012127137,0.0034559366,0.0001544105,0.00355945,0.0046791463,0.0014663372,0.0072543414,0.048946258,0.01556315,2.4203496E-05,0.0073177412,0.014642742,0.0030757163,0.036975751,0.0035863453,0.003058433,0.0015014923,2.9626053E-05,3.7710651E-15,3.0514861E-05,3.8071765E-05,1.7857406E-05,0.000001379,0,0.0001415534,1.2526635E-07,1.4695486E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23855456,0.06816942,-0.23269732,0.045487324
2137,4.1792976,0,0.059268125,4.1200294,4.5059366,4.4575425,4.3382612,3.6045701,0.39884844,0.33484273,0.11928128,0.048394068,0.012148923,0.0034623911,0.0001546101,0.0035453659,0.0046790533,0.0014659047,0.0072490318,0.048960723,0.01559475,2.359388E-05,0.0073174627,0.014679467,0.0029937756,0.036492605,0.0035312761,0.0030450532,0.001500331,2.8164288E-05,3.0495513E-15,0.000027909,3.6161139E-05,1.6843498E-05,1.2978798E-06,0,0.0001387425,1.1838425E-07,1.5016275E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.2385428,0.068161975,-0.23269732,0.045487324
2138,4.162966,0,0.043176875,4.1197891,4.5057086,4.4579488,4.3385858,3.6047277,0.39882067,0.33503739,0.11936307,0.047759763,0.012169206,0.0034683988,0.0001547956,0.0035313398,0.004679126,0.0014655157,0.0072439568,0.048973071,0.015623702,2.3003346E-05,0.0073173755,0.014713579,0.0029140301,0.036016065,0.0034770868,0.0030317404,0.0014991714,2.6775514E-05,2.4661606E-15,2.552605E-05,3.4347936E-05,1.5882866E-05,1.2221635E-06,0,0.0001359897,1.1188219E-07,1.5241233E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23853526,0.068157201,-0.23269732,0.045487324
2139,4.151722,0,0.032265625,4.1194564,4.5053842,4.4582488,4.3388129,3.6047946,0.39880186,0.33521642,0.11943592,0.04713532,0.012187986,0.0034739598,0.0001549668,0.0035173704,0.0046792646,0.0014651604,0.0072390886,0.048983192,0.015650038,2.2431249E-05,0.0073173837,0.014745082,0.002836395,0.035545903,0.0034237474,0.0030184904,0.0014980131,2.5455669E-05,1.9944085E-15,2.3346744E-05,3.262459E-05,1.4972335E-05,1.1463596E-06,0,0.0001332929,1.0573825E-07,1.5373528E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23853015,0.068153967,-0.23269732,0.045487324
2140,4.1446653,0,0.025655,4.1190103,4.5049437,4.4584232,4.3389233,3.6047542,0.39878918,0.33537997,0.11949985,0.046520507,0.012205263,0.003479074,0.0001551239,0.0035034571,0.004679431,0.0014648339,0.0072344125,0.048991153,0.015673803,0.000021877,0.0073174486,0.014773974,0.0027608094,0.035081988,0.0033712386,0.0030053015,0.0014968559,2.4201174E-05,1.6129161E-15,2.1353612E-05,3.098793E-05,1.4114713E-05,1.0704696E-06,0,0.0001306507,9.9932338E-08,0.000001546,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23852671,0.068151786,-0.23269732,0.045487324
2141,4.1909757,0,0.07252875,4.1184469,4.5043843,4.4584692,4.3389143,3.6046058,0.3987803,0.33552819,0.11955489,0.045915095,0.012221037,0.0034837415,0.0001552668,0.0034895993,0.0046795971,0.0014645321,0.0072299151,0.048997024,0.015695042,0.00002134,0.0073175389,0.014800257,0.0026872112,0.034624192,0.0033195424,0.002992172,0.0014956998,2.3008668E-05,1.3044052E-15,1.9530699E-05,2.9435158E-05,1.3306903E-05,9.9960723E-07,0,0.0001280617,9.4445584E-08,1.5512722E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23852429,0.068150259,-0.23269732,0.045487324
2142,4.2638703,0,0.14625187,4.1176184,4.5035696,4.4582517,4.3386529,3.6042426,0.3987491,0.33566122,0.11959878,0.045317948,0.012235307,0.0034879623,0.0001553956,0.0034757914,0.0046793988,0.0014642154,0.007225486,0.048999527,0.015713678,2.0819678E-05,0.0073172694,0.014823932,0.0026154301,0.034171736,0.0032685677,0.0029790814,0.001494543,2.1873394E-05,1.054841E-15,1.7862854E-05,2.7959294E-05,1.254572E-05,9.3340376E-07,0,0.000125521,8.925675E-08,1.5158643E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23851582,0.068144895,-0.23269732,0.045487324
2143,4.2976949,0,0.18119062,4.1165043,4.5024855,4.4577572,4.3381268,3.6036662,0.3986814,0.33577921,0.11963034,0.044728341,0.012248074,0.0034917363,0.0001555101,0.0034620296,0.0046786685,0.0014638601,0.0072210547,0.04899797,0.015729681,2.0315419E-05,0.0073164367,0.014844999,0.0025453474,0.033724112,0.0032182543,0.0029660163,0.0014933842,2.079156E-05,8.5292295E-16,1.6336521E-05,2.6554638E-05,1.1828294E-05,8.715314E-07,0,0.0001230251,8.4347393E-08,1.4464521E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23849744,0.068133255,-0.23269732,0.045487324
2144,4.3059034,0,0.19056187,4.1153415,4.5013598,4.457213,4.3375614,3.6030813,0.3985978,0.33588229,0.11965164,0.044146805,0.012259338,0.0034950637,0.0001556104,0.0034483172,0.0046777418,0.0014634926,0.0072166872,0.048993561,0.015743185,1.9826928E-05,0.0073153574,0.01486346,0.0024770004,0.033281716,0.0031686444,0.0029529899,0.0014922247,1.9761772E-05,6.8960628E-16,1.4940106E-05,2.5221069E-05,1.1152302E-05,8.1373052E-07,0,0.0001205758,7.9704908E-08,0.000001396,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23847473,0.06811888,-0.23269732,0.045487324
2145,4.2884318,0,0.17415125,4.1142806,4.5003362,4.4567625,4.3370982,3.6026139,0.39851365,0.33597061,0.11966432,0.043573697,0.012269099,0.0034979445,0.0001556966,0.0034346568,0.0046768484,0.0014631337,0.0072124358,0.048987261,0.015754308,1.9353856E-05,0.0073142642,0.014879315,0.0024104132,0.032844853,0.0031197688,0.0029400125,0.0014910654,1.8782387E-05,5.5754356E-16,1.3662853E-05,2.3954881E-05,1.0515498E-05,7.5975095E-07,0,0.0001181742,7.5316652E-08,1.3701383E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23845187,0.068104412,-0.23269732,0.045487324
2146,4.2435709,0,0.13018687,4.113384,4.4994718,4.4564625,4.3367928,3.6023072,0.39844125,0.33604429,0.11966971,0.043009285,0.012277357,0.0035003787,0.0001557685,0.003421051,0.0046761551,0.0014628007,0.0072083456,0.048979892,0.015763159,1.8895842E-05,0.0073133409,0.014892564,0.002345593,0.032413771,0.0030716524,0.0029270937,0.001489907,1.7851633E-05,4.5077265E-16,1.2494818E-05,2.2752622E-05,9.9157255E-06,7.0935393E-07,0,0.0001158151,7.1170192E-08,1.3680598E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.2384322,0.068091963,-0.23269732,0.045487324
2147,4.1987558,0,0.086078125,4.1126776,4.4987865,4.4563326,4.3366634,3.6021664,0.39839355,0.33610349,0.11966924,0.042453899,0.012284112,0.0035023664,0.0001558263,0.0034075024,0.0046758265,0.0014625131,0.0072044689,0.048972332,0.015769855,1.845255E-05,0.0073127788,0.01490321,0.0022825517,0.031988761,0.0030243241,0.0029142442,0.0014887507,1.6967839E-05,3.6446493E-16,1.1426888E-05,2.1611227E-05,0.000009351,6.6231604E-07,0,0.0001134994,6.7253786E-08,1.3928516E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23841925,0.068083762,-0.23269732,0.045487324
2148,4.1713446,0,0.059268125,4.1120764,4.4981958,4.4562884,4.3366253,3.602107,0.39836999,0.33614832,0.11966308,0.041907436,0.012289364,0.0035039076,0.0001558699,0.0033940114,0.0046758243,0.0014622715,0.0072008073,0.048964727,0.015774452,1.802354E-05,0.0073125653,0.014911252,0.002221249,0.031569792,0.002977777,0.0029014654,0.0014875966,1.6128724E-05,2.9469839E-16,1.0450503E-05,2.0527464E-05,8.8191605E-06,6.1841484E-07,0,0.0001112329,6.3554845E-08,1.4264408E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23841285,0.06807971,-0.23269732,0.045487324
2149,4.1877623,0,0.076321079,4.1114412,4.4975648,4.4561953,4.3365449,3.6020055,0.39836046,0.33617892,0.11965044,0.041369471,0.012293113,0.0035050023,0.0001558993,0.003380576,0.0046759818,0.0014620621,0.0071973238,0.048956677,0.015776958,1.7608303E-05,0.0073125469,0.014916691,0.0021616082,0.03115659,0.0029319773,0.0028887514,0.0014864442,1.5331641E-05,2.3829468E-16,9.5576962E-06,1.9501482E-05,8.3183497E-06,5.7743359E-07,0,0.0001090133,6.0060466E-08,1.4504477E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23841026,0.068078072,-0.23269732,0.045487324
2150,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2151,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2152,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2153,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2154,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2155,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2156,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2157,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2158,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2159,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2160,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2161,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2162,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2163,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
