,gamma_autocorrelation,ocean_heat_capacity[0],ocean_heat_capacity[1],ocean_heat_capacity[2],ocean_heat_transfer[0],ocean_heat_transfer[1],ocean_heat_transfer[2],deep_ocean_efficacy,sigma_eta,sigma_xi,forcing_4co2,iirf_0[CO2],iirf_uptake[CO2],iirf_temperature[CO2],iirf_airborne[CO2],erfari_radiative_efficiency[BC],erfari_radiative_efficiency[OC],erfari_radiative_efficiency[Sulfur],erfari_radiative_efficiency[NOx],erfari_radiative_efficiency[VOC],erfari_radiative_efficiency[NH3],erfari_radiative_efficiency[CH4],erfari_radiative_efficiency[N2O],erfari_radiative_efficiency[Equivalent effective stratospheric chlorine],aci_shape[Sulfur],aci_shape[BC],aci_shape[OC],aci_scale,ozone_radiative_efficiency[CH4],ozone_radiative_efficiency[N2O],ozone_radiative_efficiency[Equivalent effective stratospheric chlorine],ozone_radiative_efficiency[CO],ozone_radiative_efficiency[VOC],ozone_radiative_efficiency[NOx],forcing_scale[CH4],forcing_scale[N2O],forcing_scale[CFC-11],forcing_scale[CFC-12],forcing_scale[CFC-113],forcing_scale[CFC-114],forcing_scale[CFC-115],forcing_scale[HCFC-22],forcing_scale[HCFC-141b],forcing_scale[HCFC-142b],forcing_scale[CCl4],forcing_scale[CHCl3],forcing_scale[CH2Cl2],forcing_scale[CH3Cl],forcing_scale[CH3CCl3],forcing_scale[CH3Br],forcing_scale[Halon-1211],forcing_scale[Halon-1301],forcing_scale[Halon-2402],forcing_scale[CF4],forcing_scale[C2F6],forcing_scale[C3F8],forcing_scale[c-C4F8],forcing_scale[C4F10],forcing_scale[C5F12],forcing_scale[C6F14],forcing_scale[C7F16],forcing_scale[C8F18],forcing_scale[NF3],forcing_scale[SF6],forcing_scale[SO2F2],forcing_scale[HFC-125],forcing_scale[HFC-134a],forcing_scale[HFC-143a],forcing_scale[HFC-152a],forcing_scale[HFC-227ea],forcing_scale[HFC-32],forcing_scale[HFC-365mfc],forcing_scale[HFC-4310mee],forcing_scale[HFC-23],forcing_scale[HFC-236fa],forcing_scale[HFC-245fa],forcing_scale[Stratospheric water vapour],forcing_scale[Land use],forcing_scale[Volcanic],forcing_scale[Solar],forcing_scale[Light absorbing particles on snow and ice],forcing_scale[CO2],baseline_concentration[CO2],seed,stochastic_run,use_seed
803496,10.21627766,3.698891889,13.72284191,118.7639358,1.419451272,3.385555209,0.634044262,1.119578886,1.739618483,0.66199289,8.234904653,25.53807646,0.004559832,4.774357187,0.00079525,0.02927094,-0.005572906,-0.00051637,-0.000104874,1.44E-05,-0.000570851,-1.35E-06,-1.15E-05,-1.11E-05,0.005120083,0.732849421,0.049443658,-0.515775866,0.000217449,0.001414297,-0.00012953,-8.59E-05,0.000146413,0.000510288,0.924878108,0.939725889,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,1.007097206,2.565365932,1.185695629,0.8679332,0.760914119,0.627937082,1.02046644,281.345968,321950667,TRUE,TRUE
812816,0.51517095,4.865528551,34.45700302,108.0196528,1.284230746,1.482154871,0.629415984,1.302248908,0.225628301,0.483566568,7.350850055,33.45405079,-0.000624658,3.348179883,0.002453248,0.018725769,-0.003610581,-0.001441801,-8.67E-05,-3.95E-05,-0.000615384,-2.35E-06,-3.20E-05,-8.39E-06,9.32E-07,1.50E-10,1.30E-06,-8065.868296,0.000236255,0.0011805,-3.34E-05,1.10E-05,0.000412688,0.000533974,0.982368616,1.071357817,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.999848189,0.988274164,0.701869254,1.025631151,1.220747485,1.291341356,0.957177057,277.1388114,325669347,TRUE,TRUE
813191,23.00763108,3.130180481,8.780184022,78.33687612,1.292438354,4.432105782,1.63412836,1.563150815,2.20586556,0.595482468,9.401533082,38.43729359,-0.004853745,-1.898450477,0.00717773,0.02682372,-0.004729888,-0.004139323,-5.82E-05,-1.53E-05,-0.000658333,-2.29E-06,-3.31E-05,-8.65E-06,3.07E-07,0.000251606,1.35E-06,-877.8464832,0.000242341,0.000760806,-5.96E-05,5.05E-05,-0.000182648,0.001686708,1.277598073,1.013982901,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.179161821,1.245188754,0.906281047,0.894783597,1.035348477,1.000366897,1.101722144,278.7128185,325818972,TRUE,TRUE
816647,4.560434496,3.208048529,8.070816272,32.93918301,1.477104292,2.687966992,1.958277869,1.345237067,0.782972402,0.294494026,6.391824098,37.74919195,-0.002395252,0.209256329,0.003402697,0.010525752,-0.003316412,-0.004737601,-0.000111121,-4.95E-06,-0.000468052,-1.20E-06,-3.15E-05,-9.21E-06,1.22E-06,5.30E-10,6.27E-05,-872.5938598,0.000272081,0.001592018,-2.16E-06,2.91E-05,0.000682861,0.002342968,0.906077011,0.973709765,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,1.132125284,-0.057306615,0.640724521,0.88128435,0.766286271,0.794258338,0.888179527,276.1789347,327197916,TRUE,TRUE
818947,2.006414002,4.601649893,7.082853824,73.88258117,0.762192202,5.024766759,1.084980155,1.915002915,0.649118597,0.601972134,8.395466602,31.18662657,0.002431696,1.427152106,0.001845774,0.029892111,-0.007400461,-0.004387679,-7.12E-05,4.98E-06,-0.000630528,-1.05E-06,-4.69E-05,-1.06E-05,0.008055947,2.25E-12,0.002335393,-1.158577774,0.00023882,0.000935274,-6.62E-06,0.000201164,-4.80E-06,0.001473775,0.764907475,0.946429011,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,0.945340494,1.91919303,0.752941425,1.071275804,0.894672844,1.123906508,1.03163347,279.1431255,328115616,TRUE,TRUE
819219,4.731148777,4.947057348,19.78700408,48.88482102,1.223596662,3.116191977,1.144339169,1.601559367,0.383117379,0.286668379,7.415095008,30.62581167,0.002832341,4.007616884,0.000622577,0.017096303,-0.004304663,-0.004272072,-7.30E-05,-1.73E-05,-0.000597143,-3.29E-06,-3.49E-05,-8.00E-06,0.005512194,93.33731114,1.67E-18,-0.988858557,0.000295532,0.00190095,1.96E-05,6.93E-05,-0.000176186,0.001218209,1.158959883,1.078302142,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.170682761,1.552565845,1.084822095,0.932390369,1.298547185,1.195186534,0.962399867,278.9243626,328224144,TRUE,TRUE
820681,3.355845072,4.137230186,23.64201181,85.42481836,1.168850161,2.19284453,3.135584459,1.35857143,1.004355266,0.507942811,8.764352259,33.42083372,-7.40E-05,-0.793089391,0.006028566,0.020891655,-0.004122727,-0.002851522,-9.01E-05,-4.31E-05,-0.000658882,-2.38E-06,-7.18E-05,-9.03E-06,9.11E-07,2.85E-09,3.11E-06,-7880.597341,0.000366824,0.000711494,-5.87E-05,-4.94E-05,0.000185026,0.000804511,0.839808727,1.074513861,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,0.812225007,1.064436903,0.885118862,1.331570477,1.466793195,2.757178375,1.057298582,277.9390646,328807482,TRUE,TRUE
821455,1.122278839,5.275826916,7.571247713,72.12163596,1.278296951,2.853527242,1.909274659,1.311926126,0.579484603,0.470263992,8.136840337,33.64859502,7.30E-05,1.28640063,0.003584374,0.028405671,-0.003899266,-0.004903227,-0.000103967,-1.61E-05,-0.000604536,-2.43E-06,-4.52E-05,-7.65E-06,2.70E-07,5.92E-07,1.99E-07,-25295.25474,0.000220462,0.000641691,-2.15E-05,7.75E-05,0.000472462,0.002469661,1.209002094,0.998840203,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,1.066880193,0.443734554,0.978942623,0.803930444,0.870100961,1.180055478,1.012773814,277.8781408,329116308,TRUE,TRUE
822244,1.904911944,6.151520005,21.20764876,81.52855676,0.903818503,1.492181568,1.441552667,1.258071354,0.109511618,0.610093668,8.579185402,37.51603926,-0.003273586,-0.427788937,0.005594088,0.019753165,-0.005442266,-0.003693528,-7.83E-05,-1.65E-05,-0.000623621,-3.44E-06,-4.16E-06,-7.71E-06,0.005617266,0.31249526,3.40E-17,-1.536152904,0.000168768,0.001427739,-4.19E-05,4.05E-05,0.000113087,0.000595157,1.091903514,1.127290536,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,1.051801324,2.133682589,0.587717598,1.007474502,0.490856265,1.639348322,1.043847698,277.010236,329431119,TRUE,TRUE
825529,6.693500501,3.037028275,20.41196975,92.99214506,1.013044138,2.577462641,0.502552018,1.159085154,1.530062286,0.541731558,7.108154942,33.34554397,-0.001229889,3.074026579,0.002984793,0.017036318,-0.004832439,-0.004492412,-7.56E-05,-2.22E-05,-0.000703779,-2.52E-06,-5.48E-05,-8.97E-06,1.82E-07,1.77E-05,2.46E-07,-5761.277807,0.000337409,0.000768425,4.38E-05,3.50E-05,0.000271772,0.000936865,0.873945883,0.958286206,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.937988718,0.626478144,1.459451981,0.923707648,0.502129517,2.151561528,0.938690052,278.9386626,330741834,TRUE,TRUE
829848,6.999294063,3.754397493,7.526411408,71.09603358,1.05973914,3.035180986,2.124974203,1.610899241,0.97765879,0.621101826,8.622559896,34.67884951,-0.000876641,-1.007005345,0.005138038,0.001655288,-0.005608467,-0.004515012,-7.53E-05,-2.30E-05,-0.000645932,-2.15E-06,1.82E-06,-7.90E-06,6.22E-07,0.029009632,2.96E-07,-6.678752145,0.000139361,0.001246883,3.40E-05,9.28E-06,0.000528374,0.000678831,1.061482545,1.051147272,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,1.19483863,0.698913267,1.106663666,1.05454796,0.566250187,1.38931024,1.047057415,278.7312383,332465115,TRUE,TRUE
830525,3.16310404,5.471554429,37.01946112,127.4772816,1.658813677,1.074443406,2.452171769,1.06249399,0.713895564,0.510375801,7.520179673,32.81999889,-0.00076544,3.903829686,0.00198558,0.031285706,-0.005142587,-0.003593529,-8.79E-05,-1.47E-05,-0.000579508,-3.07E-06,-2.74E-05,-9.47E-06,0.009153266,49.28045464,3.27E-12,-0.524126464,0.000253744,0.000761593,-9.73E-05,1.83E-05,0.00052994,0.001521607,0.938714177,0.949379343,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,1.101273014,0.495302758,0.872386767,1.153964041,1.015045442,1.043126799,0.970007613,278.8885711,332735238,TRUE,TRUE
830724,1.3991587,4.715544302,24.86987114,46.84887568,0.841493221,2.992644428,0.525031088,1.595422542,0.433118053,0.247530251,6.243185428,36.58814765,-0.002718626,-0.562373412,0.005457786,0.025390441,-0.001753912,-0.005136232,-8.51E-05,-2.44E-05,-0.000581334,-3.71E-06,-4.15E-05,-8.76E-06,0.021430543,4.43E-32,0.264884832,-1.528879216,0.000230267,0.000950891,-0.000105252,4.24E-05,0.000152265,0.001298062,0.982038435,1.21887109,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,1.154744128,0.232400163,0.611557171,1.208111414,1.339407707,0.848386706,0.878715063,278.8781862,332814639,TRUE,TRUE
830906,1.862573588,5.42867239,10.30326623,24.45216021,1.352478165,1.146227875,0.729319164,1.692858813,0.180680757,0.275230178,5.664283101,32.57945569,-0.000491644,2.140032007,0.003960283,0.021705717,-0.00532178,-0.002859409,-0.000126681,-3.26E-05,-0.000602239,-4.72E-06,-1.16E-05,-7.32E-06,0.029548733,1837.57091,1.21E-15,-0.705215162,0.000238732,0.001123739,-6.15E-05,5.14E-05,0.000527556,0.000979018,1.074940693,0.896435493,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,0.944839622,1.591114342,1.235864456,0.993536884,0.626239983,1.572006583,0.833086912,279.3899205,332887257,TRUE,TRUE
832560,6.903725982,4.892749399,26.63883027,32.64242518,1.208148311,2.473410472,3.29395284,1.401672298,1.356885149,0.823183152,7.459438363,37.15109527,-0.003356001,0.789808233,0.004325855,0.014939378,-0.001346031,-0.003068826,-9.15E-05,-3.52E-05,-0.000640539,-2.34E-06,-4.29E-05,-7.13E-06,0.022066461,0.104218675,1.50E-15,-0.715341594,0.000197281,0.000741592,-4.50E-06,-5.17E-06,-0.000129449,0.002237919,0.897404048,0.967918283,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,1.068358908,0.453150377,0.897468396,1.018895034,0.702099896,1.344982455,0.965368626,277.8957982,333547203,TRUE,TRUE
833309,1.930424527,2.134679403,30.15405862,42.3209968,1.565785103,3.106227175,0.732338071,1.01967959,0.376740767,0.440192942,6.053169886,30.78877189,0.003012122,1.442045506,0.003059575,0.021485942,-0.006258289,-0.002029029,-7.48E-05,-3.50E-05,-0.000555965,-3.67E-06,-3.76E-05,-9.12E-06,0.134314847,4.55E-41,0.680949171,-0.496853319,0.00021961,0.001264265,-9.97E-05,-3.04E-05,0.000453983,0.001528246,1.278742068,1.063467631,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.758326929,0.003030791,0.91614132,1.059777089,1.485124872,0.613025187,0.863707886,276.7478195,333846054,TRUE,TRUE
834265,10.17093968,4.811306395,23.67387289,57.14132839,1.760181827,1.805551334,0.370677735,1.422768055,0.987866471,0.428175954,7.345121062,27.61181722,0.004218744,2.741267258,0.002894822,0.011247317,-0.005248326,-0.002085441,-6.05E-05,-3.65E-05,-0.000636178,-3.73E-06,-7.21E-05,-7.73E-06,0.002731893,2.33E-17,0.031759239,-1.37518055,0.000184478,0.001193647,-1.81E-05,1.51E-05,0.000432483,0.001660305,1.032255508,0.81347105,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,1.135753509,2.126403369,1.193332349,1.191318957,0.758548378,2.532754147,0.956719715,277.788773,334227498,TRUE,TRUE
834634,10.829551,3.950324547,21.77821389,42.40732483,0.881212376,3.204873603,2.061084984,1.356793818,0.975202256,0.547336788,7.858915416,40.27146722,-0.005830771,-1.777853663,0.006613596,0.027617055,-0.004414438,-0.003906981,-6.95E-05,-2.94E-05,-0.00064612,-2.36E-06,-4.20E-05,-7.80E-06,0.008031616,0.324736355,3.15E-16,-1.175339296,0.00028321,0.001266799,-2.79E-05,-7.19E-05,0.000252566,0.000682905,1.064785677,0.885379543,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.089748596,1.124874348,0.730744484,1.099560119,0.906313661,1.074636131,0.994321465,277.1976717,334374729,TRUE,TRUE
835624,9.412869852,5.140757232,25.09301269,100.1803703,0.959074741,2.183713017,0.17716147,1.563153337,0.497485651,0.491231593,7.875160789,31.29584476,0.003141465,-0.099138172,0.003675108,0.04024098,-0.003946111,-0.00242767,-9.02E-05,-2.60E-05,-0.000619055,-3.33E-06,-6.73E-05,-8.82E-06,9.55E-07,0.031294676,2.01E-06,-11.87463372,0.000321104,0.000962338,4.91E-05,-7.99E-05,0.000276586,0.001746631,1.056625809,1.005586917,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.133837063,1.086448042,1.081518576,0.932149986,1.474220083,0.379347977,0.995338082,276.9075859,334769739,TRUE,TRUE
836908,3.967044776,3.114458361,7.801692727,122.6123779,1.153786819,1.692993019,1.005454621,0.847745127,0.633882512,0.403306098,7.628389531,28.24460266,0.003629367,5.150060367,0.000950706,0.018100395,-0.005883002,-0.003066434,-0.00011565,-2.20E-05,-0.000645139,-4.36E-07,-3.60E-05,-8.96E-06,0.004834917,43.65142298,0.024670628,-1.046539777,0.000269486,0.001223359,-0.000147831,5.11E-05,-5.82E-05,0.0009944,1.063166503,0.925024194,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,1.114771392,-0.023424517,1.040599623,0.921330375,1.198403993,1.016681114,0.977553891,278.9956539,335282055,TRUE,TRUE
841380,10.69595981,2.820049852,13.23725969,51.21110662,1.634977619,3.904263973,2.112885019,1.396136639,1.368462201,0.477373231,8.282375083,29.66077519,0.005463594,1.47869891,0.000144206,0.029123925,-0.004645654,-0.001054171,-0.000115824,-2.46E-07,-0.000617154,-1.58E-06,-4.57E-05,-7.89E-06,0.018067659,9.733119324,3.72E-18,-0.369306891,0.000206926,0.000695822,-7.95E-05,-1.76E-05,0.000243866,-0.000176387,1.211701315,0.978431307,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,1.094259793,0.89932266,0.803807758,1.123237765,0.634982135,1.112948864,1.023869733,277.8816695,337066383,TRUE,TRUE
846875,1.735320956,4.684298206,17.47615959,32.56907792,1.047302275,4.287847433,1.8019383,1.686428761,0.761116194,0.486562984,8.69094136,37.35902915,-0.005449897,-0.075331334,0.00769382,0.024143271,-0.006001459,-0.002343678,-7.14E-05,-4.35E-05,-0.000737682,-1.72E-06,-9.31E-06,-7.56E-06,9.03E-07,3.48E-09,1.47E-06,-5401.828592,0.000199626,0.00150811,-0.000185579,-2.28E-05,8.82E-05,-8.84E-05,1.011230159,0.970030998,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,0.90276359,1.360941607,1.263016971,0.705557892,0.872826286,1.01399852,1.052127139,279.4503543,339258888,TRUE,TRUE
848091,6.184303397,5.207610969,19.77286676,59.8756965,1.09304232,3.10632444,1.06538955,1.325494361,1.020788147,0.569028201,8.113400671,33.71302016,-0.00011202,-1.153137278,0.004816999,0.040397535,-0.003024015,-0.001444992,-0.000116723,-3.25E-05,-0.000619133,-3.49E-06,-7.71E-06,-7.90E-06,6.76E-07,1.58E-90,2.11E-05,-4509.228136,0.000195806,0.000958963,3.31E-05,2.91E-05,3.62E-05,0.00157093,1.014626314,1.125096674,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,1.066383198,-0.048368747,0.862212849,0.874860577,0.625293308,0.842573711,1.01143273,280.0674701,339744072,TRUE,TRUE
851343,10.03250656,3.082672928,30.50206247,142.2699084,1.800792102,1.311765107,0.920014541,0.705723455,1.201465113,0.363082478,9.348607933,38.38604935,-0.004665751,-0.762001204,0.00584907,0.017331985,-0.005740552,-0.00325881,-7.86E-05,-3.04E-05,-0.000682854,-1.15E-06,-3.71E-05,-9.32E-06,0.008574571,0.312447427,2.45E-17,-0.564916133,0.000298024,0.000983914,-7.73E-05,1.33E-05,6.71E-05,0.001516547,0.748251452,1.020153026,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.765429848,0.459002728,0.653021059,0.946132212,0.775613031,0.978692869,1.098375674,279.5331243,341041620,TRUE,TRUE
